"","WaterYear","Station","Designation","TotalTests","TotalVars","Failedtests","SumExcursions","FailedVars","F1","F2","NSE","F3","WQI"
"73",2015,"CMFWPONDE","Targeted",93,31,8,2.81421200412908,4,12.9032258064516,8.60215053763441,0.0302603441304202,2.93715508927611,90.8871569414227
"74",2013,"CMFWPONDE","Targeted",31,31,2,0.570214467829825,2,6.45161290322581,6.45161290322581,0.0183940150912847,1.80617863211185,94.62989836087
"75",2014,"COC01S01@MT","Targeted",145,32,24,368.410024037278,11,34.375,16.551724137931,2.54075878646399,71.7574661165027,53.0776469726535
"76",2015,"COC01S01@MT","Targeted",74,32,11,6.16235738437068,5,15.625,14.8648648648649,0.0832750997887929,7.68734551408309,86.780937143892
"77",2010,"COC01S01@MT","Targeted",93,31,12,4.27686295795126,5,16.1290322580645,12.9032258064516,0.0459877737414114,4.3965880764473,87.8071732898396
"78",2011,"COC01S01@MT","Targeted",155,31,16,55.5789936314473,8,25.8064516129032,10.3225806451613,0.35857415246095,26.3934178205453,77.8698748689786
"79",2012,"COC01S01@MT","Targeted",104,31,27,2612.5522329056,12,38.7096774193548,25.9615384615385,25.1206945471693,96.1716178787123,38.2961622301003
"80",2013,"COC01S01@MT","Targeted",95,32,13,26.3880728815779,8,25,13.6842105263158,0.277769188227136,21.7386043415659,79.3045905473152
"81",2014,"COC01S03","Random",93,31,7,1.44226157392918,3,9.67741935483871,7.52688172043011,0.0155081889669804,1.52713578634516,92.8668031282772
"82",2015,"COC01S03","Random",63,32,7,6.36018794827101,5,15.625,11.1111111111111,0.10095536425827,9.16979630016928,87.7293156999286
"83",2008,"COC01S03","Random",53,31,6,8.39814265955345,3,9.67741935483871,11.3207547169811,0.158455521878367,13.6781705370475,88.324837296913
"84",2009,"COC01S03","Random",154,31,14,18.5671271851536,5,16.1290322580645,9.09090909090909,0.120565760942556,10.7593650586952,87.6363280862228
"85",2010,"COC01S03","Random",123,31,18,51.936058007888,8,25.8064516129032,14.6341463414634,0.42224437404787,29.6885951354558,75.7674652923014
"86",2011,"COC01S03","Random",93,31,14,46.2419846253887,9,29.0322580645161,15.0537634408602,0.497225641133212,33.2098000109639,73.089617415603
"87",2012,"COC01S03","Random",134,31,22,52.4442749897924,12,38.7096774193548,16.4179104477612,0.391375186490988,28.1286593501805,70.7917903364267
"88",2013,"COC01S03","Random",62,31,4,0.968311896072732,2,6.45161290322581,6.45161290322581,0.0156179338076247,1.53777648934102,94.657828236071
"89",2012,"COF07S01","Targeted",153,31,21,18.2053673927798,10,32.258064516129,13.7254901960784,0.118989329364574,10.6336428991814,78.8487596364403
"90",2014,"COF07S01","Targeted",155,31,12,5.38767518205602,4,12.9032258064516,7.74193548387097,0.0347591947229421,3.3591578504648,91.098152074563
"91",2015,"COF07S01","Targeted",92,32,17,78.8390032016438,13,40.625,18.4782608695652,0.856945686974389,46.1481287786425,62.9337154654128
"92",2007,"COF07S01","Targeted",62,31,5,1.43293082757163,3,9.67741935483871,8.06451612903226,0.0231117875414779,2.25896992126493,92.6107866780162
"93",2008,"COF07S01","Targeted",155,31,17,121.115422412395,9,29.0322580645161,10.9677419354839,0.781389822015453,43.8640556019004,68.9764168264844
"94",2009,"COF07S01","Targeted",155,31,12,3.13584222926647,5,16.1290322580645,7.74193548387097,0.020231240188816,1.98300536112497,89.607140802322
"95",2010,"COF07S01","Targeted",154,31,21,121.711332110614,9,29.0322580645161,13.6363636363636,0.790333325393597,44.1444793650281,68.4948037429906
"96",2011,"COF07S01","Targeted",156,32,13,9.41099760371127,5,15.625,8.33333333333333,0.0603269077160979,5.68946305871268,89.2610466592903
"97",2013,"COF07S01","Targeted",155,31,13,3.82564647721211,5,16.1290322580645,8.38709677419355,0.024681590175562,2.40870826725141,89.4121031420362
"98",2014,"COF13@FH","Random",93,31,8,2.69690598230994,4,12.9032258064516,8.60215053763441,0.0289989890570961,2.81817468874957,90.8996902211516
"99",2015,"COF13@FH","Random",62,31,4,1.64156566991142,2,6.45161290322581,6.45161290322581,0.0264768656437325,2.57939233994603,94.5256611545195
"100",2006,"COF13@FH","Random",31,31,2,0.359010434149163,2,6.45161290322581,6.45161290322581,0.0115809817467472,1.14483980578102,94.6908181022049
"101",2007,"COF13@FH","Random",93,31,5,0.834922380690515,2,6.45161290322581,5.37634408602151,0.00897766000742489,0.889777877476378,95.1240633784194
"102",2008,"COF13@FH","Random",93,31,7,1.33604197543143,4,12.9032258064516,7.52688172043011,0.0143660427465745,1.4162582481247,91.336548381845
"103",2009,"COF13@FH","Random",92,31,9,68.0981202947996,6,19.3548387096774,9.78260869565217,0.740196959726083,42.535240369722,72.4337789467405
"104",2010,"COF13@FH","Random",93,31,9,2.04568420906086,5,16.1290322580645,9.67741935483871,0.0219966043985039,2.15231677911983,89.0691320315556
"105",2011,"COF13@FH","Random",93,31,9,4.27522724091895,5,16.1290322580645,9.67741935483871,0.0459701853862253,4.39498047157537,88.8474835286024
"106",2012,"COF13@FH","Random",104,31,8,2.0158666676189,2,6.45161290322581,7.69230769230769,0.0193833333424895,1.90147638366156,94.100377274765
"107",2013,"COF13@FH","Random",93,31,7,1.80192979850344,3,9.67741935483871,7.52688172043011,0.0193755892312197,1.90073113736539,92.8369419213606
"108",2006,"COSACC@F01","Eliminated",59,31,6,3.44323007592817,4,12.9032258064516,10.1694915254237,0.0583598317953927,5.51417675181338,89.9944089124411
"109",2007,"COSACC@F01","Eliminated",155,31,24,24.7280796176918,10,32.258064516129,15.4838709677419,0.159535997533495,13.7586067075841,77.8661761965246
"110",2008,"COSACC@F01","Eliminated",93,31,21,70.6220746007006,12,38.7096774193548,22.5806451612903,0.759377146244092,43.1617034394931,64.0765423309686
"111",2009,"COSACC@F01","Eliminated",31,31,2,0.587835634178683,2,6.45161290322581,6.45161290322581,0.0189624398122156,1.86095572038064,94.6236672482929
"112",2014,"CYPB00P01","Random",93,31,6,1.35943894130166,2,6.45161290322581,6.45161290322581,0.014617623024749,1.44070265418527,94.6668568333131
"113",2015,"CYPB00P01","Random",31,31,2,0.437129668644941,2,6.45161290322581,6.45161290322581,0.0141009570530626,1.39048848687013,94.6713017892863
"114",2006,"CYPB00P01","Random",31,31,3,2.60393691861972,3,9.67741935483871,9.67741935483871,0.083997965116765,7.74890431715128,90.9195278953397
"115",2007,"CYPB00P01","Random",31,31,4,1.61017408235326,4,12.9032258064516,12.9032258064516,0.0519410994307502,4.93764332041572,89.0853651651734
"116",2008,"CYPB00P01","Random",31,31,4,1.11784614777438,4,12.9032258064516,12.9032258064516,0.0360595531540122,3.48045177945981,89.2743257543843
"117",2009,"CYPB00P01","Random",31,31,2,0.334473638478038,2,6.45161290322581,6.45161290322581,0.010789472208969,1.06743021228642,94.6961970781486
"118",2011,"CYPB00P01","Random",62,31,7,2.48933162539856,5,16.1290322580645,11.2903225806452,0.0401505100870736,3.86006733618892,88.4163793638945
"119",2012,"CYPB00P01","Random",103,31,8,2.13465599207738,2,6.45161290322581,7.76699029126214,0.0207248154570619,2.03040184222245,94.0536228919603
"120",2013,"CYPB00P01","Random",93,31,6,1.48248238954633,2,6.45161290322581,6.45161290322581,0.0159406708553369,1.56905529157684,94.654797130627
"121",2014,"CYPB0178@VL","Targeted",186,31,20,7.95122347190492,8,25.8064516129032,10.752688172043,0.0427485132898114,4.09959954341649,83.6859282989262
"122",2015,"CYPB0178@VL","Targeted",79,32,9,3.14937329100855,5,15.625,11.3924050632911,0.0398654846963108,3.83371554138595,88.6180304334288
"123",2013,"CYPB0178@VL","Targeted",31,31,3,0.487147166020335,3,9.67741935483871,9.67741935483871,0.0157144247103334,1.54713020983382,92.0478591507957
"124",2012,"CYPB01PS1","Eliminated",164,31,15,5.58922731323458,5,16.1290322580645,9.14634146341463,0.0340806543489913,3.2957443121733,89.1267302917467
"125",2009,"CYPB01PS1","Eliminated",62,31,4,0.72896265560166,3,9.67741935483871,6.45161290322581,0.0117574621871235,1.16208307094739,93.2513159959451
"126",2010,"CYPB01PS1","Eliminated",155,31,17,5.33648225382094,8,25.8064516129032,10.9677419354839,0.0344289177665867,3.32830194276871,83.6967418187781
"127",2011,"CYPB01PS1","Eliminated",156,32,19,254.590022559807,10,31.25,12.1794871794872,1.63198732410133,62.0058960450563,59.2981363193032
"128",2013,"CYPB01PS1","Eliminated",31,31,2,0.488969511716099,2,6.45161290322581,6.45161290322581,0.015773210055358,1.5528279245028,94.6563770646023
"129",2009,"CYPB01PS2","Eliminated",62,31,7,0.855346044902584,5,16.1290322580645,11.2903225806452,0.0137959039500417,1.36081669853753,88.6056777614802
"130",2010,"CYPB01PS2","Eliminated",155,31,25,50.7156525127762,12,38.7096774193548,16.1290322580645,0.327197758146943,24.653278393401,71.9137769350777
"131",2011,"CYPB01PS2","Eliminated",76,31,10,2.55045525939267,4,12.9032258064516,13.1578947368421,0.0335586218341141,3.24690067163894,89.1958906220092
"132",2010,"CYPB01PS3","Eliminated",62,31,6,1.6324068739567,4,12.9032258064516,9.67741935483871,0.0263291431283339,2.56537031074462,90.5705699128801
"133",2011,"CYPB01PS3","Eliminated",31,31,6,486.042362470387,6,19.3548387096774,19.3548387096774,15.6787858861415,94.0043597488058,43.4709466182791
"134",2006,"CYPB01S01","Eliminated",62,31,5,2.06139626675046,3,9.67741935483871,8.06451612903226,0.033248326883072,3.21784473470863,92.4932628416067
"135",2007,"CYPB01S01","Eliminated",155,31,12,11.5235037167661,4,12.9032258064516,7.74193548387097,0.0743451852694588,6.92004639559232,90.4373306093692
"136",2008,"CYPB01S01","Eliminated",155,31,14,3.70085928161084,6,19.3548387096774,9.03225806451613,0.0238765114942635,2.33197179798741,87.5949386197317
"137",2009,"CYPB01S01","Eliminated",102,31,10,3.72723872446608,4,12.9032258064516,9.80392156862745,0.0365415561222164,3.52533440713378,90.4247848843445
"138",2012,"CYPSTANT@VV","Targeted",164,31,24,36.8364291695297,8,25.8064516129032,14.6341463414634,0.224612372984937,18.3415077243957,79.86203035513
"139",2014,"CYPSTANT@VV","Targeted",33,31,5,3.14141660504264,3,9.67741935483871,15.1515151515152,0.0951944425770497,8.69201293179065,88.4703954743193
"140",2015,"CYPSTANT@VV","Targeted",32,31,3,1.25265733949431,2,6.45161290322581,9.375,0.0391455418591973,3.76708942898987,93.0786964618653
"141",2011,"CYPSTANT@VV","Targeted",63,32,10,24.2664413614551,8,25,15.8730158730159,0.385181608911985,27.8073002437949,76.5458219991723
"142",2013,"CYPSTANT@VV","Targeted",64,32,9,10.0044306805776,6,18.75,14.0625,0.156319229384024,13.5186915007282,84.3782803245826
"143",2014,"FULA0272@AH","Targeted",62,31,4,0.829694593430033,2,6.45161290322581,6.45161290322581,0.0133821708617747,1.32054532303392,94.6772361673114
"144",2015,"FULA0272@AH","Targeted",92,31,10,4.24197778964546,5,16.1290322580645,10.8695652173913,0.0461084542352767,4.40761701605622,88.4856097042961
"145",2014,"FULA03S05","Targeted",136,32,24,21.2546605358858,10,31.25,17.6470588235294,0.156284268646219,13.5160767022453,77.8583966355369
"146",2015,"FULA03S05","Targeted",31,31,2,0.541168824676298,2,6.45161290322581,6.45161290322581,0.0174570588605258,1.71575386975803,94.6397920982612
"147",2006,"FULA03S05","Targeted",62,31,10,16.6778839041306,8,25.8064516129032,16.1290322580645,0.268998127485977,21.1976772589012,78.5870689691203
"148",2007,"FULA03S05","Targeted",155,31,22,112.342336904526,8,25.8064516129032,14.1935483870968,0.724789270351781,42.0219027802716,70.3721720439387
"149",2008,"FULA03S05","Targeted",155,31,24,14.9620138795262,11,35.4838709677419,15.4838709677419,0.0965291218033947,8.80315167960511,77.0766252981072
"150",2009,"FULA03S05","Targeted",151,31,22,23.4117913820663,8,25.8064516129032,14.5695364238411,0.155044976040174,13.4232847427044,81.2162214674683
"151",2010,"FULA03S05","Targeted",186,31,35,1011.32617135347,12,38.7096774193548,18.8172043010753,5.43723748039501,84.4653859198832,45.2659308223249
"152",2011,"FULA03S05","Targeted",155,31,18,7.04734981912033,8,25.8064516129032,11.6129032258065,0.0454667730265828,4.34894481581259,83.4692823127524
"153",2012,"FULA03S05","Targeted",134,31,21,11.3157678180492,8,25.8064516129032,15.6716417910448,0.0844460284929043,7.78701994144071,81.9975184991235
"154",2013,"FULA03S05","Targeted",156,32,22,18.7153412427219,10,31.25,14.1025641025641,0.119970136171294,10.7119049246636,79.2614254993817
"155",2014,"FULB01@SCO","Eliminated",93,31,7,2.18185314089486,3,9.67741935483871,7.52688172043011,0.0234607864612351,2.29229949711646,92.7988390387427
"156",2006,"FULB01@SCO","Eliminated",62,31,4,1.32786510594839,2,6.45161290322581,6.45161290322581,0.0214171791281999,2.09681015415071,94.594805801621
"157",2007,"FULB01@SCO","Eliminated",155,31,11,3.72224013721853,3,9.67741935483871,7.09677419354839,0.0240144524981841,2.34512827817991,92.9401357874037
"158",2008,"FULB01@SCO","Eliminated",123,31,16,5.79590090077445,7,22.5806451612903,13.0081300813008,0.0471211455347516,4.50006627558719,84.7314199372769
"159",2009,"FULB01@SCO","Eliminated",155,31,15,7.14825761663295,6,19.3548387096774,9.67741935483871,0.0461177910750513,4.40847019986707,87.2495039367544
"160",2010,"FULB01@SCO","Eliminated",192,31,12,2.88008465396857,2,6.45161290322581,6.25,0.0150004409060863,1.47787530936395,94.7440577606367
"161",2011,"FULB01@SCO","Eliminated",155,31,10,3.04184742627445,3,9.67741935483871,6.45161290322581,0.0196248221049964,1.92471011685272,93.193424320469
"162",2012,"FULB01@SCO","Eliminated",134,31,13,4.66550562565737,3,9.67741935483871,9.70149253731343,0.0348172061616222,3.36457549742213,91.8533554589502
"163",2013,"FULB01@SCO","Eliminated",155,31,12,4.50204280772135,4,12.9032258064516,7.74193548387097,0.02904543746917,2.82256122145629,91.1604787981599
"164",2012,"FVES@D05","Targeted",160,31,17,7.71695303905472,3,9.67741935483871,10.625,0.048230956494092,4.60117650554846,91.2874179945779
"165",2014,"FVES@D05","Targeted",155,31,17,9.72791381199277,5,16.1290322580645,10.9677419354839,0.0627607342709211,5.90544345938566,88.2337251213964
"166",2015,"FVES@D05","Targeted",93,31,12,64.4785441261374,6,19.3548387096774,12.9032258064516,0.693317678775671,40.9443359309261,72.8113273223039
"167",2006,"FVES@D05","Targeted",62,31,4,0.729135867715081,2,6.45161290322581,6.45161290322581,0.0117602559308884,1.16235598917336,94.6895495198196
"168",2007,"FVES@D05","Targeted",152,31,13,7.01949424240082,5,16.1290322580645,8.55263157894737,0.0461808831736896,4.41423504447868,89.1556565113868
"169",2008,"FVES@D05","Targeted",155,31,17,6.52926346762271,5,16.1290322580645,10.9677419354839,0.0421242804362756,4.04215516585418,88.4992849204259
"170",2009,"FVES@D05","Targeted",155,31,15,4.20901787619961,5,16.1290322580645,9.67741935483871,0.0271549540399975,2.64370569729444,89.0332552050075
"171",2010,"FVES@D05","Targeted",155,31,16,2.58265297858434,4,12.9032258064516,10.3225806451613,0.0166622772811893,1.63891959537915,90.4126621312518
"172",2011,"FVES@D05","Targeted",146,31,17,4.33581744382624,5,16.1290322580645,11.6438356164384,0.0296973797522345,2.88408811522666,88.3944516297701
"173",2013,"FVES@D05","Targeted",155,31,14,5.27280193685233,3,9.67741935483871,9.03225806451613,0.0340180770119505,3.28989190500945,92.1245436984055
"174",2014,"GGABCRCB@EUC","Targeted",62,31,5,1.43571642364669,3,9.67741935483871,8.06451612903226,0.0231567165104304,2.26326193600219,92.6103488765734
"175",2015,"GGABCRCB@EUC","Targeted",93,31,9,4.59991325677063,5,16.1290322580645,9.67741935483871,0.0494614328685014,4.71303006660359,88.80427403049
"176",2012,"GGBEL@VV","Eliminated",173,32,26,16.8684469004507,11,34.375,15.028901734104,0.0975054734130098,8.88428128834641,77.7399747238877
"177",2009,"GGBEL@VV","Eliminated",61,31,10,5.57570174117924,8,25.8064516129032,16.3934426229508,0.0914049465767088,8.37498005331649,81.6977492102372
"178",2010,"GGBEL@VV","Eliminated",62,31,6,1.93676479682627,5,16.1290322580645,9.67741935483871,0.0312381418842946,3.02918798437922,89.0000696589163
"179",2011,"GGBEL@VV","Eliminated",156,32,18,42.0719779755437,6,18.75,11.5384615384615,0.269692166509895,21.2407521778464,82.3372043054603
"180",2013,"GGBEL@VV","Eliminated",93,31,7,5.50795109671278,3,9.67741935483871,7.52688172043011,0.0592252806098149,5.5913771785845,92.2200997161217
"181",2007,"GGC02VVC@SP","Eliminated",62,31,4,0.459084461679355,3,9.67741935483871,6.45161290322581,0.00740458809160251,0.735016316098931,93.2713554671815
"182",2008,"GGC02VVC@SP","Eliminated",93,31,9,88.284817258304,6,19.3548387096774,9.67741935483871,0.949299110304344,48.6995097512834,69.2316662006397
